"","Retailer_country","Order_method_type","Retailer_type","Product_line","Product_type","Product","Year","Quarter","Revenue","Quantity","Gross_margin","pred"
"12357","Australia","Telephone","Outdoors Shop","Camping Equipment","Cooking Gear","TrailChef Water Bag",2012,"Q2 2012",8977.95,1405,0.54147105,8561.4979529594
"12388","Australia","Telephone","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Belay",2012,"Q2 2012",8225,125,0.47613982,8594.46218791976
"12403","Australia","Telephone","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2012,"Q2 2012",8943.19,31,0.59724774,8590.80399967632
"12718","Netherlands","Telephone","Equipment Rental Store","Outdoor Protection","Sunscreen","Sun Shield",2012,"Q2 2012",8772.48,1523,0.52083333,8648.86800881684
"12778","Netherlands","Telephone","Sports Store","Camping Equipment","Tents","Star Peg",2012,"Q2 2012",8402.52,4287,0.48979592,8555.55842219894
"12792","Netherlands","Telephone","Sports Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q2 2012",8686.44,108,0.50267313,8593.80060068424
"12813","Netherlands","Mail","Department Store","Camping Equipment","Lanterns","Firefly Mapreader",2012,"Q2 2012",8626.8,546,0.52531646,8610.84620122281
"12839","Netherlands","Mail","Eyewear Store","Personal Accessories","Eyewear","Polar Sports",2012,"Q2 2012",8535.16,74,0.48950928,8592.47742621321
"12921","Netherlands","Web","Department Store","Outdoor Protection","Sunscreen","Sun Shield",2012,"Q2 2012",8485.56,1458,0.5257732,8646.3384105634
"13313","Sweden","Web","Sports Store","Personal Accessories","Eyewear","Bella",2012,"Q2 2012",8640,128,0.45192593,8594.57893860838
"13439","Denmark","Web","Department Store","Outdoor Protection","First Aid","Deluxe Family Relief Kit",2012,"Q2 2012",8385.65,247,0.58645066,8599.21004925698
"13467","Denmark","Web","Outdoors Shop","Personal Accessories","Watches","Infinity",2012,"Q2 2012",8480,37,0.44619575,8591.03750105356
"13472","Denmark","Web","Outdoors Shop","Personal Accessories","Watches","Kodiak",2012,"Q2 2012",8781.9,73,0.44023275,8592.438509317
"13482","Denmark","Web","Outdoors Shop","Personal Accessories","Knives","Pocket Gizmo",2012,"Q2 2012",8552.2,701,0.59918033,8616.87832013486
"13522","Denmark","Web","Sports Store","Personal Accessories","Eyewear","Retro",2012,"Q2 2012",8520.4,136,0.44070231,8594.89027377803
"13535","Denmark","Sales visit","Direct Marketing","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q2 2012",8585.5,50,0.45186652,8591.54342070425
"13608","Finland","Web","Department Store","Personal Accessories","Watches","Infinity",2012,"Q2 2012",8600,37,0.43808372,8591.03750105356
"13625","Finland","Web","Department Store","Personal Accessories","Knives","Bear Edge",2012,"Q2 2012",8567.4,218,0.40127226,8598.08145926699
"13637","Finland","Web","Department Store","Outdoor Protection","First Aid","Deluxe Family Relief Kit",2012,"Q2 2012",8996.75,265,0.58645066,8599.91055338871
"13674","Finland","Web","Warehouse Store","Personal Accessories","Knives","Bear Edge",2012,"Q2 2012",8488.8,216,0.40127226,8598.00362547457
"13841","Finland","Web","Sports Store","Personal Accessories","Eyewear","Bella",2012,"Q2 2012",8235,122,0.44755556,8594.34543723114
"13855","Finland","Web","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2012,"Q2 2012",8328,96,0.48126801,8593.33359792976
"13898","Finland","Sales visit","Department Store","Camping Equipment","Lanterns","Firefly Mapreader",2012,"Q2 2012",8958.6,567,0.52531646,8611.66345604315
"13935","France","Fax","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Pulley",2012,"Q2 2012",8256.64,224,0.50217037,8598.31496064423
"14116","France","Telephone","Outdoors Shop","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q2 2012",8585.5,50,0.45186652,8591.54342070425
"14182","France","Telephone","Sports Store","Golf Equipment","Golf Accessories","Course Pro Umbrella",2012,"Q2 2012",8427.54,678,0.51729686,8510.03984863094
"14226","France","Web","Department Store","Personal Accessories","Watches","Zodiak",2012,"Q2 2012",8368,80,0.42428298,8592.71092759045
"14239","France","Web","Department Store","Personal Accessories","Knives","Max Gizmo",2012,"Q2 2012",8518.6,223,0.53769634,8598.27604374802
"14428","France","Web","Eyewear Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q2 2012",8424,208,0.40222222,8597.69229030492
"14645","Germany","E-mail","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q2 2012",8846.77,113,0.50185209,8593.99518516527
"14695","Germany","E-mail","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Belay",2012,"Q2 2012",8948.8,136,0.47613982,8594.89027377803
"14720","Germany","E-mail","Outdoors Shop","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q2 2012",8585.5,50,0.45186652,8591.54342070425
"14800","Germany","Web","Warehouse Store","Outdoor Protection","Sunscreen","Sun Shelter Stick",2012,"Q2 2012",8408.75,1744,0.59349011,8657.46864287854
"14808","Germany","Web","Outdoors Shop","Camping Equipment","Cooking Gear","TrailChef Utensils",2012,"Q2 2012",8445.12,456,0.4600432,8524.56581845916
"14830","Germany","Web","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Rechargeable Battery",2012,"Q2 2012",8947.6,1147,0.59619898,8634.23525584309
"15091","Switzerland","Fax","Golf Shop","Personal Accessories","Watches","Venue",2012,"Q2 2012",8906,122,0.41384684,8594.34543723114
"15095","Switzerland","Fax","Golf Shop","Personal Accessories","Watches","Legend",2012,"Q2 2012",8483.2,32,0.43047906,8590.84291657252
"15146","Switzerland","Web","Golf Shop","Personal Accessories","Knives","Pocket Gizmo",2012,"Q2 2012",8259.4,677,0.59918033,8615.9443146259
"15171","Switzerland","Web","Department Store","Camping Equipment","Cooking Gear","TrailChef Kettle",2012,"Q2 2012",8962.03,721,0.58889783,8534.87879595396
"15208","Switzerland","Web","Department Store","Personal Accessories","Eyewear","Polar Sun",2012,"Q2 2012",8201.24,135,0.5695468,8594.85135688182
"15260","Switzerland","Web","Warehouse Store","Camping Equipment","Cooking Gear","TrailChef Water Bag",2012,"Q2 2012",8249.49,1291,0.54147105,8557.06142679182
"15376","Switzerland","Web","Sports Store","Camping Equipment","Packs","Canyon Mule Cooler",2012,"Q2 2012",8789.64,267,0.51397327,8599.98838718112
"15455","Switzerland","Sales visit","Sports Store","Camping Equipment","Lanterns","EverGlow Lamp",2012,"Q2 2012",8855.5,398,0.5505618,8605.08650058421
"15507","United Kingdom","Fax","Outdoors Shop","Personal Accessories","Eyewear","Bella",2012,"Q2 2012",8977.5,133,0.45190643,8594.77352308941
"15529","United Kingdom","Telephone","Golf Shop","Golf Equipment","Putters","Blue Steel Putter",2012,"Q2 2012",8343,100,0.50617284,8593.48926551459
"15585","United Kingdom","Telephone","Department Store","Golf Equipment","Putters","Blue Steel Putter",2012,"Q2 2012",8843.58,106,0.50617284,8593.72276689183
"15657","United Kingdom","Web","Golf Shop","Golf Equipment","Golf Accessories","Course Pro Umbrella",2012,"Q2 2012",8278.38,666,0.51729686,8509.57284587646
"15762","United Kingdom","Web","Warehouse Store","Camping Equipment","Lanterns","Firefly Lite",2012,"Q2 2012",8696.47,601,0.53351762,8612.98663051418
"15771","United Kingdom","Web","Warehouse Store","Outdoor Protection","Sunscreen","Sun Shelter Stick",2012,"Q2 2012",8435.55,1732,0.59756981,8657.00164012405
"15795","United Kingdom","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q2 2012",8835.9,177,0.43670254,8596.48586652251
"15904","United Kingdom","Web","Sports Store","Camping Equipment","Tents","Star Peg",2012,"Q2 2012",8758.34,4413,0.4961374,8560.46195112099
"15914","United Kingdom","Web","Sports Store","Camping Equipment","Packs","Canyon Mule Carryall",2012,"Q2 2012",8981.7,130,0.40396584,8594.65677240079
"15955","United Kingdom","Web","Sports Store","Personal Accessories","Knives","Max Gizmo",2012,"Q2 2012",8289.4,217,0.53769634,8598.04254237078
"16072","Belgium","Web","Department Store","Personal Accessories","Watches","Kodiak",2012,"Q2 2012",8954.5,70,0.47149478,8592.32175862838
"16147","Belgium","Web","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Belay",2012,"Q2 2012",8883,135,0.47613982,8594.85135688182
"16221","Belgium","Web","Sports Store","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q2 2012",8888.94,177,0.44006372,8596.48586652251
"16243","Belgium","Web","Sports Store","Personal Accessories","Eyewear","Bella",2012,"Q2 2012",8977.5,133,0.44755556,8594.77352308941
"16253","Belgium","Web","Sports Store","Personal Accessories","Eyewear","Retro",2012,"Q2 2012",8269.8,132,0.44070231,8594.7346061932
"16301","Belgium","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","EverGlow Single",2012,"Q2 2012",8699.45,257,0.46706056,8599.59921821905
"16439","Austria","Telephone","Outdoors Shop","Mountaineering Equipment","Tools","Granite Grip",2012,"Q2 2012",8741.6,446,0.49540816,8606.95451160213
"16509","Austria","Web","Department Store","Personal Accessories","Eyewear","Trendi",2012,"Q2 2012",8651.6,172,0.39681909,8596.29128204147
"16649","Austria","Web","Sports Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q2 2012",8433.7,80,0.5286529,8592.71092759045
"16700","Austria","Sales visit","Sports Store","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q2 2012",8646.16,254,0.54112808,8599.48246753043
"16725","Italy","Fax","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Chalk Bag",2012,"Q2 2012",8237.88,467,0.51643991,8607.77176642247
"16763","Italy","E-mail","Sports Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q2 2012",8888,83,0.53597322,8592.82767827907
"16856","Italy","Web","Department Store","Personal Accessories","Watches","Lux",2012,"Q2 2012",8360,50,0.47715311,8591.54342070425
"16873","Italy","Web","Department Store","Personal Accessories","Knives","Bear Edge",2012,"Q2 2012",8724.6,222,0.40127226,8598.23712685181
"16922","Italy","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly Mapreader",2012,"Q2 2012",8200.2,519,0.52531646,8609.79544502523
"16948","Italy","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2012,"Q2 2012",8461.23,89,0.52666456,8593.06117965631
"16973","Italy","Web","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2012,"Q2 2012",8724.6,222,0.40127226,8598.23712685181
"17139","Spain","Web","Golf Shop","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q2 2012",8585.92,112,0.49126011,8593.95626826907
"17162","Spain","Web","Golf Shop","Personal Accessories","Binoculars","Seeker Mini",2012,"Q2 2012",8203.86,102,0.50267313,8593.567099307
"17189","Spain","Web","Department Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q2 2012",8558,82,0.52388642,8592.78876138286
"17228","Spain","Web","Outdoors Shop","Camping Equipment","Cooking Gear","TrailChef Canteen",2012,"Q2 2012",8991,740,0.45514403,8535.61821698189
"17244","Spain","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly Mapreader",2012,"Q2 2012",8769,555,0.52531646,8611.19645328867
"17275","Spain","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2012,"Q2 2012",8841.51,93,0.52666456,8593.21684724114
"17330","Spain","Web","Sports Store","Camping Equipment","Tents","Star Peg",2012,"Q2 2012",8434.58,4234,0.49801887,8553.49582669998
"17399","Spain","Web","Sports Store","Outdoor Protection","Sunscreen","Sun Shield",2012,"Q2 2012",8864.64,1539,0.52083333,8649.49067915614
"17433","United States","Fax","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8572.59,221,0.42768755,8598.19820995561
"17438","United States","Fax","Outdoors Shop","Personal Accessories","Eyewear","Polar Sun",2012,"Q3 2012",8759.72,145,0.56713799,8595.24052584389
"17458","United States","Telephone","Golf Shop","Personal Accessories","Eyewear","Retro",2012,"Q3 2012",8896.3,142,0.44197925,8595.12377515527
"17515","United States","Telephone","Department Store","Personal Accessories","Watches","Kodiak",2012,"Q3 2012",8300.7,69,0.43491272,8592.28284173218
"17611","United States","Telephone","Outdoors Shop","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8304.48,72,0.48950928,8592.3995924208
"17626","United States","Telephone","Outdoors Shop","Personal Accessories","Binoculars","Opera Vision",2012,"Q3 2012",8360,76,0.54181818,8592.55526000562
"17714","United States","Mail","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8646.16,254,0.54112808,8599.48246753043
"17809","United States","Web","Department Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8733.3,258,0.46706056,8599.63813511526
"17823","United States","Web","Department Store","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8624,77,0.41714286,8592.59417690183
"17843","United States","Web","Department Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8445.15,105,0.50267313,8593.68384999562
"18038","United States","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2012,"Q3 2012",8254.31,56,0.50813575,8591.77692208149
"18205","United States","Sales visit","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8328,96,0.48126801,8593.33359792976
"18250","United States","Special","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8241.25,95,0.48126801,8415.45485635661
"18392","Canada","E-mail","Outdoors Shop","Personal Accessories","Eyewear","Hawk Eye",2012,"Q3 2012",8545.5,211,0.3945679,8597.80904099354
"18433","Canada","E-mail","Sports Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q3 2012",8343,206,0.43604938,8597.61445651251
"18628","Canada","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8910,270,0.52393939,8600.10513786974
"18712","Canada","Web","Eyewear Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8686.44,108,0.50267313,8593.80060068424
"18771","Canada","Web","Sports Store","Personal Accessories","Knives","Max Gizmo",2012,"Q3 2012",8480.4,222,0.53867742,8598.23712685181
"18816","Canada","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Carabiner",2012,"Q3 2012",8850.2,2329,0.48421053,8680.2350271595
"18840","Mexico","Mail","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8339.85,215,0.42768755,8597.96470857837
"18915","Mexico","Web","Department Store","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8512,76,0.41767857,8592.55526000562
"18929","Mexico","Web","Department Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8847.3,110,0.50267313,8593.87843447665
"18950","Mexico","Web","Outdoors Shop","Camping Equipment","Cooking Gear","TrailChef Canteen",2012,"Q3 2012",8492.85,699,0.45514403,8534.02262423741
"19107","Mexico","Sales visit","Equipment Rental Store","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8850.4,260,0.54112808,8599.71596890767
"19155","Mexico","Sales visit","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2012,"Q3 2012",8252.73,57,0.49925661,8591.81583897769
"19156","Mexico","Sales visit","Eyewear Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8203.86,102,0.50267313,8593.567099307
"19223","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Inferno",2012,"Q3 2012",8645.7,138,0.44022346,8594.96810757044
"19224","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8800,110,0.48775,8593.87843447665
"19283","Brazil","Web","Department Store","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8640,108,0.4875,8593.80060068424
"19337","Brazil","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8766.87,109,0.50267313,8593.83951758045
"19367","Brazil","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8844,268,0.52393939,8600.02730407733
"19584","Japan","E-mail","Department Store","Personal Accessories","Watches","Mountain Man Combination",2012,"Q3 2012",8271.09,87,0.52666456,8592.9833458639
"19617","Japan","E-mail","Direct Marketing","Camping Equipment","Cooking Gear","TrailChef Canteen",2012,"Q3 2012",8760.15,721,0.45514403,8534.87879595396
"19755","Japan","Web","Department Store","Golf Equipment","Golf Accessories","Course Pro Umbrella",2012,"Q3 2012",8924.74,718,0.51729686,8511.59652447921
"19879","Japan","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2012,"Q3 2012",8601.4,58,0.5111261,8591.8547558739
"20016","Singapore","Fax","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8921.1,227,0.40127226,8598.43171133285
"20039","Singapore","Telephone","Department Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8606.01,107,0.50267313,8593.76168378803
"20064","Singapore","Telephone","Direct Marketing","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8237.68,242,0.54112808,8599.01546477595
"20078","Singapore","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8765.84,76,0.48950928,8592.55526000562
"20153","Singapore","Web","Department Store","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8848,79,0.41767857,8592.67201069424
"20169","Singapore","Web","Department Store","Personal Accessories","Eyewear","Retro",2012,"Q3 2012",8207.15,131,0.44469274,8594.695689297
"20250","Singapore","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8214.36,254,0.51422387,8599.48246753043
"20261","Singapore","Web","Outdoors Shop","Mountaineering Equipment","Tools","Granite Grip",2012,"Q3 2012",8408.4,429,0.49540816,8606.29292436662
"20324","Singapore","Special","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Carabiner",2012,"Q3 2012",8348.6,2197,0.48421053,8497.25817218327
"20329","Singapore","Special","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Rechargeable Battery",2012,"Q3 2012",8730,1125,0.59407216,8455.5392594496
"20355","Korea","Telephone","Sports Store","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q3 2012",8355.94,109,0.49126011,8593.83951758045
"20364","Korea","Telephone","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8935.25,103,0.48126801,8593.60601620321
"20572","Korea","Web","Sports Store","Personal Accessories","Watches","Lux",2012,"Q3 2012",8861.6,53,0.47009569,8591.66017139287
"20611","Korea","Sales visit","Department Store","Camping Equipment","Tents","Star Gazer 6",2012,"Q3 2012",8318.8,10,0.41097274,8389.11085712254
"20631","Korea","Sales visit","Department Store","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8339.85,215,0.42768755,8597.96470857837
"20793","China","Web","Department Store","Personal Accessories","Eyewear","Retro",2012,"Q3 2012",8958.95,143,0.44022346,8595.16269205148
"20975","China","Web","Sports Store","Camping Equipment","Lanterns","EverGlow Double",2012,"Q3 2012",8586.48,168,0.43748777,8596.13561445665
"21022","China","Web","Sports Store","Outdoor Protection","Sunscreen","Sun Shelter Stick",2012,"Q3 2012",8707.2,1814,0.59166667,8660.19282561301
"21055","Australia","Telephone","Department Store","Camping Equipment","Cooking Gear","TrailChef Utensils",2012,"Q3 2012",8618.4,456,0.47089947,8524.56581845916
"21131","Australia","Telephone","Outdoors Shop","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q3 2012",8585.5,50,0.45186652,8591.54342070425
"21255","Australia","Web","Warehouse Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8868.7,262,0.46706056,8599.79380270009
"21291","Australia","Web","Eyewear Store","Personal Accessories","Watches","Kodiak",2012,"Q3 2012",8300.7,69,0.43341646,8592.28284173218
"21323","Australia","Sales visit","Direct Marketing","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8428.65,249,0.46706056,8599.2878830494
"21330","Australia","Sales visit","Warehouse Store","Camping Equipment","Sleeping Bags","Hibernator Self - Inflating Mat",2012,"Q3 2012",8685.95,91,0.4284966,8593.13901344872
"21390","Australia","Sales visit","Eyewear Store","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8459.18,73,0.49188456,8592.438509317
"21431","Netherlands","Telephone","Outdoors Shop","Camping Equipment","Tents","Star Gazer 6",2012,"Q3 2012",8318.8,10,0.41097274,8389.11085712254
"21449","Netherlands","Telephone","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8761.75,101,0.48126801,8593.52818241079
"21475","Netherlands","Telephone","Sports Store","Personal Accessories","Eyewear","Polar Sun",2012,"Q3 2012",8541.15,144,0.5591226,8595.20160894769
"21504","Netherlands","Mail","Department Store","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8410.2,214,0.40127226,8597.92579168216
"21509","Netherlands","Mail","Department Store","Outdoor Protection","Sunscreen","Sun Shield",2012,"Q3 2012",8724.18,1499,0.5257732,8647.93400330787
"21552","Netherlands","Web","Department Store","Camping Equipment","Lanterns","Firefly Mapreader",2012,"Q3 2012",8690,550,0.52531646,8611.00186880764
"21561","Netherlands","Web","Department Store","Personal Accessories","Watches","Venue",2012,"Q3 2012",8322,114,0.41291276,8594.03410206148
"21569","Netherlands","Web","Department Store","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8765.84,76,0.48950928,8592.55526000562
"21592","Netherlands","Web","Department Store","Outdoor Protection","First Aid","Deluxe Family Relief Kit",2012,"Q3 2012",8827,260,0.58645066,8599.71596890767
"21716","Netherlands","Web","Eyewear Store","Personal Accessories","Knives","Max Gizmo",2012,"Q3 2012",8480.4,222,0.53864912,8598.23712685181
"21811","Sweden","E-mail","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Rechargeable Battery",2012,"Q3 2012",8520.48,1098,0.59407216,8632.32832792895
"22003","Sweden","Web","Sports Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8394.8,248,0.46706056,8599.24896615319
"22061","Sweden","Web","Sports Store","Golf Equipment","Golf Accessories","Course Pro Umbrella",2012,"Q3 2012",8402.68,676,0.51729686,8509.96201483852
"22072","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Fairway",2012,"Q3 2012",8442.85,419,0.3966291,8605.90375540455
"22074","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8400,102,0.50427143,8593.567099307
"22075","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Trendi",2012,"Q3 2012",8752.2,174,0.39204771,8596.36911583389
"22208","Denmark","Web","Eyewear Store","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8755,103,0.52176471,8593.60601620321
"22226","Denmark","Web","Sports Store","Personal Accessories","Eyewear","Fairway",2012,"Q3 2012",8221.2,408,0.39529631,8605.47566954627
"22243","Denmark","Sales visit","Direct Marketing","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8902.55,263,0.46706056,8599.83271959629
"22465","Finland","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8304.48,72,0.48950928,8592.3995924208
"22491","Finland","Web","Sports Store","Camping Equipment","Tents","Star Peg",2012,"Q3 2012",8439.58,4286,0.49215482,8555.51950530273
"22523","Finland","Web","Sports Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q3 2012",8598.7,80,0.53769756,8592.71092759045
"22593","Finland","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Carabiner",2012,"Q3 2012",8626,2270,0.48421053,8677.9389302833
"22610","Finland","Sales visit","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8410.2,214,0.40127226,8597.92579168216
"22636","France","Fax","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Charger",2012,"Q3 2012",8224,160,0.56498054,8595.82427928699
"22756","France","Telephone","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8727.75,225,0.42768755,8598.35387754043
"22787","France","Telephone","Sports Store","Camping Equipment","Cooking Gear","TrailChef Utensils",2012,"Q3 2012",8750.7,463,0.47089947,8524.83823673261
"22804","France","Telephone","Sports Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8496.35,251,0.46706056,8599.36571684181
"22955","France","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q3 2012",8436.96,168,0.44006372,8596.13561445665
"22963","France","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8778,266,0.52393939,8599.94947028491
"23037","France","Web","Eyewear Store","Personal Accessories","Eyewear","Bella",2012,"Q3 2012",8910,132,0.4477037,8594.7346061932
"23104","France","Web","Sports Store","Personal Accessories","Binoculars","Opera Vision",2012,"Q3 2012",8470,77,0.54181818,8592.59417690183
"23207","France","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Pulley",2012,"Q3 2012",8588.38,233,0.50217037,8598.66521271009
"23209","France","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Charger",2012,"Q3 2012",8429.6,164,0.56498054,8595.97994687182
"23226","Germany","Mail","Warehouse Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8509,254,0.46149254,8599.48246753043
"23319","Germany","Web","Golf Shop","Personal Accessories","Watches","Lux",2012,"Q3 2012",8360,50,0.47009569,8591.54342070425
"23429","Germany","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8261.88,254,0.51701792,8599.48246753043
"23518","Germany","Web","Sports Store","Camping Equipment","Cooking Gear","TrailChef Water Bag",2012,"Q3 2012",8939.61,1399,0.54147105,8561.26445158216
"23545","Germany","Web","Sports Store","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q3 2012",8386.74,167,0.44006372,8596.09669756044
"23651","Germany","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q3 2012",8286.3,165,0.44006372,8596.01886376803
"23682","Switzerland","Fax","Golf Shop","Personal Accessories","Watches","Venue",2012,"Q3 2012",8979,123,0.4139726,8594.38435412734
"23688","Switzerland","Fax","Golf Shop","Personal Accessories","Watches","Kodiak",2012,"Q3 2012",8731.4,70,0.45558788,8592.32175862838
"23742","Switzerland","Web","Department Store","Camping Equipment","Cooking Gear","TrailChef Water Bag",2012,"Q3 2012",8294.6,1340,0.5266559,8558.96835470596
"23792","Switzerland","Web","Department Store","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8921.1,227,0.40127226,8598.43171133285
"23919","Switzerland","Web","Eyewear Store","Personal Accessories","Watches","Venue",2012,"Q3 2012",8468,116,0.41068493,8594.11193585389
"24118","United Kingdom","Fax","Outdoors Shop","Personal Accessories","Watches","Legend",2012,"Q3 2012",8605.6,32,0.4428837,8590.84291657252
"24122","United Kingdom","Fax","Outdoors Shop","Personal Accessories","Eyewear","Fairway",2012,"Q3 2012",8704.8,432,0.39773918,8606.40967505524
"24191","United Kingdom","Web","Golf Shop","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8624,77,0.4175,8592.59417690183
"24251","United Kingdom","Web","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8918.48,262,0.54112808,8599.79380270009
"24307","United Kingdom","Web","Department Store","Golf Equipment","Golf Accessories","Course Pro Umbrella",2012,"Q3 2012",8548.5,695,0.51219512,8510.70143586645
"24391","United Kingdom","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2012,"Q3 2012",8979.69,93,0.53394828,8593.21684724114
