"","Retailer_country","Order_method_type","Retailer_type","Product_line","Product_type","Product","Year","Quarter","Revenue","Quantity","Gross_margin","pred"
"16763","Italy","E-mail","Sports Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q2 2012",8888,83,0.53597322,8604.37911538306
"16856","Italy","Web","Department Store","Personal Accessories","Watches","Lux",2012,"Q2 2012",8360,50,0.47715311,8474.6587911805
"16873","Italy","Web","Department Store","Personal Accessories","Knives","Bear Edge",2012,"Q2 2012",8724.6,222,0.40127226,8682.98472292271
"16948","Italy","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2012,"Q2 2012",8461.23,89,0.52666456,8553.87587712631
"16973","Italy","Web","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2012,"Q2 2012",8724.6,222,0.40127226,8682.98472292271
"17139","Spain","Web","Golf Shop","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q2 2012",8585.92,112,0.49126011,8534.98190030442
"17162","Spain","Web","Golf Shop","Personal Accessories","Binoculars","Seeker Mini",2012,"Q2 2012",8203.86,102,0.50267313,8433.45208283698
"17189","Spain","Web","Department Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q2 2012",8558,82,0.52388642,8527.36415209186
"17275","Spain","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2012,"Q2 2012",8841.51,93,0.52666456,8669.15549105988
"17433","United States","Fax","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8572.59,221,0.42768755,8555.40904344623
"17438","United States","Fax","Outdoors Shop","Personal Accessories","Eyewear","Polar Sun",2012,"Q3 2012",8759.72,145,0.56713799,8630.4574076018
"17458","United States","Telephone","Golf Shop","Personal Accessories","Eyewear","Retro",2012,"Q3 2012",8896.3,142,0.44197925,8646.35406095436
"17515","United States","Telephone","Department Store","Personal Accessories","Watches","Kodiak",2012,"Q3 2012",8300.7,69,0.43491272,8494.71077780681
"17611","United States","Telephone","Outdoors Shop","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8304.48,72,0.48950928,8455.0824168327
"17626","United States","Telephone","Outdoors Shop","Personal Accessories","Binoculars","Opera Vision",2012,"Q3 2012",8360,76,0.54181818,8522.68604331242
"17714","United States","Mail","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8646.16,254,0.54112808,8627.53387869068
"17809","United States","Web","Department Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8733.3,258,0.46706056,8739.41144511425
"17823","United States","Web","Department Store","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8624,77,0.41714286,8514.53004319027
"17843","United States","Web","Department Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8445.15,105,0.50267313,8519.91179328716
"18038","United States","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2012,"Q3 2012",8254.31,56,0.50813575,8473.59778186531
"18205","United States","Sales visit","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8328,96,0.48126801,8462.64739057941
"18210","United States","Sales visit","Outdoors Shop","Outdoor Protection","First Aid","Compact Relief Kit",2012,"Q3 2012",8437.78,373,0.60214654,8357.43069599443
"18250","United States","Special","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8241.25,95,0.48126801,8262.75413923404
"18392","Canada","E-mail","Outdoors Shop","Personal Accessories","Eyewear","Hawk Eye",2012,"Q3 2012",8545.5,211,0.3945679,8551.98604097492
"18433","Canada","E-mail","Sports Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q3 2012",8343,206,0.43604938,8573.29030367482
"18628","Canada","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8910,270,0.52393939,8818.27291423403
"18712","Canada","Web","Eyewear Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8686.44,108,0.50267313,8606.37150373734
"18771","Canada","Web","Sports Store","Personal Accessories","Knives","Max Gizmo",2012,"Q3 2012",8480.4,222,0.53867742,8620.92256789103
"18840","Mexico","Mail","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8339.85,215,0.42768755,8382.48962254587
"18915","Mexico","Web","Department Store","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8512,76,0.41767857,8487.84623656374
"18929","Mexico","Web","Department Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8847.3,110,0.50267313,8664.01131070413
"19107","Mexico","Sales visit","Equipment Rental Store","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8850.4,260,0.54112808,8763.93054284924
"19155","Mexico","Sales visit","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2012,"Q3 2012",8252.73,57,0.49925661,8430.49013301651
"19156","Mexico","Sales visit","Eyewear Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8203.86,102,0.50267313,8396.92932609517
"19223","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Inferno",2012,"Q3 2012",8645.7,138,0.44022346,8796.29928249013
"19224","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8800,110,0.48775,8702.40595091495
"19283","Brazil","Web","Department Store","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8640,108,0.4875,8643.76929077347
"19337","Brazil","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8766.87,109,0.50267313,8635.19140722073
"19367","Brazil","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8844,268,0.52393939,8760.63310726724
"19584","Japan","E-mail","Department Store","Personal Accessories","Watches","Mountain Man Combination",2012,"Q3 2012",8271.09,87,0.52666456,8496.23607015952
"19879","Japan","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2012,"Q3 2012",8601.4,58,0.5111261,8543.16134839595
"20016","Singapore","Fax","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8921.1,227,0.40127226,8827.08424033968
"20039","Singapore","Telephone","Department Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8606.01,107,0.50267313,8577.55160025394
"20064","Singapore","Telephone","Direct Marketing","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8237.68,242,0.54112808,8281.69503688996
"20078","Singapore","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8765.84,76,0.48950928,8570.36203076628
"20153","Singapore","Web","Department Store","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8848,79,0.41767857,8574.30594701393
"20169","Singapore","Web","Department Store","Personal Accessories","Eyewear","Retro",2012,"Q3 2012",8207.15,131,0.44469274,8340.15492712109
"20250","Singapore","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8214.36,254,0.51422387,8318.41467067632
"20355","Korea","Telephone","Sports Store","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q3 2012",8355.94,109,0.49126011,8448.52218985424
"20364","Korea","Telephone","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8935.25,103,0.48126801,8700.90947170497
"20572","Korea","Web","Sports Store","Personal Accessories","Watches","Lux",2012,"Q3 2012",8861.6,53,0.47009569,8532.97765550194
"20611","Korea","Sales visit","Department Store","Camping Equipment","Tents","Star Gazer 6",2012,"Q3 2012",8318.8,10,0.41097274,8257.19459169064
"20631","Korea","Sales visit","Department Store","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8339.85,215,0.42768755,8345.96686580407
"20793","China","Web","Department Store","Personal Accessories","Eyewear","Retro",2012,"Q3 2012",8958.95,143,0.44022346,8668.17290509534
"20975","China","Web","Sports Store","Camping Equipment","Lanterns","EverGlow Double",2012,"Q3 2012",8586.48,168,0.43748777,8592.18155766924
"21131","Australia","Telephone","Outdoors Shop","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q3 2012",8585.5,50,0.45186652,8605.27796429502
"21255","Australia","Web","Warehouse Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8868.7,262,0.46706056,8854.69105904783
"21291","Australia","Web","Eyewear Store","Personal Accessories","Watches","Kodiak",2012,"Q3 2012",8300.7,69,0.43341646,8488.74457168211
"21323","Australia","Sales visit","Direct Marketing","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8428.65,249,0.46706056,8443.50955702191
"21330","Australia","Sales visit","Warehouse Store","Camping Equipment","Sleeping Bags","Hibernator Self - Inflating Mat",2012,"Q3 2012",8685.95,91,0.4284966,8685.95
"21390","Australia","Sales visit","Eyewear Store","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8459.18,73,0.49188456,8456.85078520949
"21431","Netherlands","Telephone","Outdoors Shop","Camping Equipment","Tents","Star Gazer 6",2012,"Q3 2012",8318.8,10,0.41097274,8293.71734843244
"21449","Netherlands","Telephone","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8761.75,101,0.48126801,8643.26966473818
"21475","Netherlands","Telephone","Sports Store","Personal Accessories","Eyewear","Polar Sun",2012,"Q3 2012",8541.15,144,0.5591226,8569.6768362466
"21504","Netherlands","Mail","Department Store","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8410.2,214,0.40127226,8452.42549505556
"21561","Netherlands","Web","Department Store","Personal Accessories","Watches","Venue",2012,"Q3 2012",8322,114,0.41291276,8425.07649245547
"21569","Netherlands","Web","Department Store","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8765.84,76,0.48950928,8570.36203076628
"21592","Netherlands","Web","Department Store","Outdoor Protection","First Aid","Deluxe Family Relief Kit",2012,"Q3 2012",8827,260,0.58645066,8822.15051383781
"21716","Netherlands","Web","Eyewear Store","Personal Accessories","Knives","Max Gizmo",2012,"Q3 2012",8480.4,222,0.53864912,8620.80972411165
"22003","Sweden","Web","Sports Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8394.8,248,0.46706056,8451.21241028032
"22074","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8400,102,0.50427143,8537.72448283208
"22075","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Trendi",2012,"Q3 2012",8752.2,174,0.39204771,8654.36556218049
"22208","Denmark","Web","Eyewear Store","Personal Accessories","Eyewear","Maximus",2012,"Q3 2012",8755,103,0.52176471,8636.29731313107
"22243","Denmark","Sales visit","Direct Marketing","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8902.55,263,0.46706056,8846.98820578942
"22465","Finland","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Sports",2012,"Q3 2012",8304.48,72,0.48950928,8455.0824168327
"22523","Finland","Web","Sports Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q3 2012",8598.7,80,0.53769756,8524.79506014592
"22610","Finland","Sales visit","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8410.2,214,0.40127226,8415.90273831376
"22636","France","Fax","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Charger",2012,"Q3 2012",8224,160,0.56498054,8308.56209520549
"22756","France","Telephone","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8727.75,225,0.42768755,8670.68865737981
"22804","France","Telephone","Sports Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8496.35,251,0.46706056,8537.6721207305
"22955","France","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q3 2012",8436.96,168,0.44006372,8637.06802968717
"22963","France","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8778,266,0.52393939,8702.99330030045
"23022","France","Web","Outdoors Shop","Outdoor Protection","First Aid","Compact Relief Kit",2012,"Q3 2012",8840.28,389,0.60397182,8862.35005312138
"23037","France","Web","Eyewear Store","Personal Accessories","Eyewear","Bella",2012,"Q3 2012",8910,132,0.4477037,8750.79565581799
"23104","France","Web","Sports Store","Personal Accessories","Binoculars","Opera Vision",2012,"Q3 2012",8470,77,0.54181818,8551.50594679582
"23207","France","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Pulley",2012,"Q3 2012",8588.38,233,0.50217037,8552.94783592704
"23209","France","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Charger",2012,"Q3 2012",8429.6,164,0.56498054,8387.31895239726
"23226","Germany","Mail","Warehouse Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8509,254,0.46149254,8601.92983752553
"23319","Germany","Web","Golf Shop","Personal Accessories","Watches","Lux",2012,"Q3 2012",8360,50,0.47009569,8446.51794505176
"23429","Germany","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q3 2012",8261.88,254,0.51701792,8329.5557011274
"23488","Germany","Web","Outdoors Shop","Outdoor Protection","First Aid","Compact Relief Kit",2012,"Q3 2012",8377.98,370,0.60252949,8309.02072197906
"23545","Germany","Web","Sports Store","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q3 2012",8386.74,167,0.44006372,8608.24812620378
"23651","Germany","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q3 2012",8286.3,165,0.44006372,8514.08556249519
"23682","Switzerland","Fax","Golf Shop","Personal Accessories","Watches","Venue",2012,"Q3 2012",8979,123,0.4139726,8688.6816432807
"23688","Switzerland","Fax","Golf Shop","Personal Accessories","Watches","Kodiak",2012,"Q3 2012",8731.4,70,0.45558788,8605.97107682385
"23792","Switzerland","Web","Department Store","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8921.1,227,0.40127226,8827.08424033968
"23919","Switzerland","Web","Eyewear Store","Personal Accessories","Watches","Venue",2012,"Q3 2012",8468,116,0.41068493,8473.8330217895
"24075","Switzerland","Special","Department Store","Golf Equipment","Golf Accessories","Course Pro Golf Bag",2012,"Q3 2012",8245.6,40,0.61336955,8303.86807515452
"24118","United Kingdom","Fax","Outdoors Shop","Personal Accessories","Watches","Legend",2012,"Q3 2012",8605.6,32,0.4428837,8609.6346544337
"24191","United Kingdom","Web","Golf Shop","Personal Accessories","Watches","Zodiak",2012,"Q3 2012",8624,77,0.4175,8515.95410776151
"24251","United Kingdom","Web","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q3 2012",8918.48,262,0.54112808,8858.09310655783
"24391","United Kingdom","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2012,"Q3 2012",8979.69,93,0.53394828,8698.19868868236
"24419","United Kingdom","Web","Outdoors Shop","Personal Accessories","Knives","Max Gizmo",2012,"Q3 2012",8938.8,234,0.53888106,8967.57340641373
"24449","United Kingdom","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2012,"Q3 2012",8798.53,61,0.49735922,8574.72682671132
"24521","United Kingdom","Web","Sports Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q3 2012",8829,218,0.43630989,8920.16790635771
"24641","Belgium","Web","Department Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8847.3,110,0.50267313,8664.01131070413
"24681","Belgium","Web","Warehouse Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8767.15,259,0.46706056,8768.23134859765
"24699","Belgium","Web","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q3 2012",8495.01,219,0.42768755,8497.76923647945
"24733","Belgium","Web","Outdoors Shop","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q3 2012",8757.21,51,0.45186652,8634.09786777842
"24750","Belgium","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q3 2012",8245.6,78,0.52995294,8436.27425704378
"24764","Belgium","Web","Eyewear Store","Personal Accessories","Binoculars","Opera Vision",2012,"Q3 2012",8910,81,0.54186644,8666.97799326623
"24902","Belgium","Sales visit","Outdoors Shop","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q3 2012",8757.21,51,0.45186652,8597.57511103661
"25090","Austria","Web","Department Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q3 2012",8221.5,203,0.39135802,8308.62769683416
"25115","Austria","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q3 2012",8847.3,110,0.50267313,8664.01131070413
"25134","Austria","Web","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Pulley",2012,"Q3 2012",8698.96,236,0.50217037,8675.93030311902
"25267","Austria","Sales visit","Warehouse Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q3 2012",8360.95,247,0.46706056,8385.86975005512
"25273","Austria","Sales visit","Sports Store","Camping Equipment","Lanterns","Firefly Extreme",2012,"Q3 2012",8788.5,175,0.44006372,8802.28459732912
"25562","Italy","Web","Eyewear Store","Personal Accessories","Eyewear","Retro",2012,"Q3 2012",8457.75,135,0.44469274,8455.43454105466
"25762","Spain","Web","Department Store","Personal Accessories","Knives","Bear Survival Edge",2012,"Q3 2012",8848.5,102,0.48126801,8672.08956822157
"25931","Spain","Web","Sports Store","Personal Accessories","Knives","Bear Edge",2012,"Q3 2012",8921.1,227,0.40127226,8827.08424033968
"26113","United States","Telephone","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q4 2012",8764.14,271,0.51422387,8865.82508431155
"26125","United States","Telephone","Outdoors Shop","Personal Accessories","Watches","Venue",2012,"Q4 2012",8614,118,0.41178082,8593.31464887631
"26176","United States","Telephone","Sports Store","Personal Accessories","Eyewear","Bella",2012,"Q4 2012",8257.5,122,0.44630336,8514.48494190296
"26213","United States","Web","Golf Shop","Personal Accessories","Knives","Max Gizmo",2012,"Q4 2012",8251.2,216,0.53895676,8506.58904527149
"26651","United States","Sales visit","Outdoors Shop","Camping Equipment","Sleeping Bags","Hibernator Pad",2012,"Q4 2012",8595.74,218,0.51382196,8652.051722679
"26688","United States","Sales visit","Outdoors Shop","Outdoor Protection","First Aid","Compact Relief Kit",2012,"Q4 2012",8227.1,365,0.60070985,8178.61484659458
"26877","Canada","E-mail","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2012,"Q4 2012",8761.75,101,0.48126801,8700.74171915572
"26957","Canada","Web","Department Store","Personal Accessories","Watches","Mountain Man Digital",2012,"Q4 2012",8523.02,209,0.50956351,8496.94529820627
"27094","Canada","Web","Outdoors Shop","Personal Accessories","Eyewear","Bella",2012,"Q4 2012",8842.5,131,0.44711111,8777.08490586096
"27108","Canada","Web","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2012,"Q4 2012",8331.6,212,0.40127226,8452.25774250631
"27128","Canada","Web","Outdoors Shop","Outdoor Protection","First Aid","Compact Relief Kit",2012,"Q4 2012",8497.58,377,0.60070985,8560.97644513711
"27149","Canada","Web","Eyewear Store","Personal Accessories","Eyewear","Trendi",2012,"Q4 2012",8953.4,178,0.39050863,8820.98028339514
"27275","Mexico","Web","Golf Shop","Personal Accessories","Watches","Lux",2012,"Q4 2012",8812.4,51,0.47226635,8541.46522020146
"27332","Mexico","Web","Department Store","Personal Accessories","Watches","Legend",2012,"Q4 2012",8840,34,0.41530769,8614.7895833619
"27341","Mexico","Web","Department Store","Personal Accessories","Eyewear","Maximus",2012,"Q4 2012",8925,105,0.52341176,8757.97664260095
"27509","Mexico","Sales visit","Department Store","Personal Accessories","Eyewear","Polar Sun",2012,"Q4 2012",8674.91,144,0.56592057,8617.73244582637
"27629","Brazil","Web","Golf Shop","Personal Accessories","Watches","Kodiak",2012,"Q4 2012",8300.7,69,0.4325852,8542.90204941964
"27686","Brazil","Web","Department Store","Personal Accessories","Eyewear","Bella",2012,"Q4 2012",8925,119,0.41746667,8313.04144755553
"27815","Brazil","Web","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q4 2012",8639.92,116,0.43228641,8937.73041755926
"27816","Brazil","Web","Outdoors Shop","Personal Accessories","Knives","Max Gizmo",2012,"Q4 2012",8709.6,228,0.53866079,8851.24773253574
"27897","Brazil","Web","Sports Store","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q4 2012",8757.21,51,0.45186652,8691.56992219595
"28012","Japan","Web","Golf Shop","Personal Accessories","Watches","Mountain Man Combination",2012,"Q4 2012",8936.58,94,0.52666456,8755.44744896081
"28098","Japan","Web","Department Store","Personal Accessories","Watches","Venue",2012,"Q4 2012",8468,116,0.41178082,8535.67484190952
"28381","Singapore","Fax","Outdoors Shop","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q4 2012",8969.22,117,0.49126011,8736.55347213893
"28771","Korea","Web","Department Store","Camping Equipment","Lanterns","EverGlow Double",2012,"Q4 2012",8425.5,166,0.43356477,8576.37118510262
"28945","Korea","Web","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2012,"Q4 2012",8588.25,99,0.48126801,8643.10191218893
"29062","China","Web","Department Store","Personal Accessories","Eyewear","Retro",2012,"Q4 2012",8771,140,0.44213887,8646.8227792201
"29346","Australia","Telephone","Department Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q4 2012",8801,260,0.46706056,8854.52330649858
"29380","Australia","Telephone","Outdoors Shop","Camping Equipment","Sleeping Bags","Hibernator Pad",2012,"Q4 2012",8714.03,221,0.51382196,8775.03418987098
"29398","Australia","Telephone","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Granite Belay",2012,"Q4 2012",8883,135,0.47613982,8797.97149126054
"29507","Australia","Web","Department Store","Personal Accessories","Knives","Max Gizmo",2012,"Q4 2012",8251.2,216,0.53734487,8500.16177461642
"29559","Australia","Web","Outdoors Shop","Personal Accessories","Eyewear","Bella",2012,"Q4 2012",8842.5,131,0.44711111,8777.08490586096
"29579","Australia","Web","Eyewear Store","Personal Accessories","Watches","Zodiak",2012,"Q4 2012",8848,79,0.41785714,8632.49003371709
"29580","Australia","Web","Eyewear Store","Personal Accessories","Watches","Kodiak",2012,"Q4 2012",8970,69,0.47969231,8730.73753803724
"29646","Australia","Sales visit","Outdoors Shop","Mountaineering Equipment","Climbing Accessories","Firefly Climbing Lamp",2012,"Q4 2012",8339.85,215,0.42768755,8403.43892022161
"29667","Australia","Sales visit","Eyewear Store","Personal Accessories","Eyewear","Polar Ice",2012,"Q4 2012",8742.8,82,0.53395022,8588.44197368574
"29971","Netherlands","Web","Eyewear Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q4 2012",8910,220,0.43358025,9024.39556654289
"30003","Netherlands","Web","Sports Store","Personal Accessories","Watches","Mountain Man Combination",2012,"Q4 2012",8404.38,88,0.52881712,8591.11117313938
"30030","Netherlands","Web","Sports Store","Personal Accessories","Knives","Bear Edge",2012,"Q4 2012",8960.4,228,0.40127226,8913.37619824061
"30095","Sweden","Telephone","Outdoors Shop","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q4 2012",8242.08,48,0.45186652,8605.11021174578
"30288","Sweden","Web","Sports Store","Personal Accessories","Watches","Mountain Man Combination",2012,"Q4 2012",8452.4,88,0.53149401,8601.78503831865
"30292","Sweden","Web","Sports Store","Personal Accessories","Watches","Lux",2012,"Q4 2012",8694.4,52,0.47488038,8580.70834010189
"30300","Sweden","Web","Sports Store","Personal Accessories","Eyewear","Bella",2012,"Q4 2012",8910,132,0.44704377,8805.63629697321
"30307","Sweden","Web","Sports Store","Personal Accessories","Eyewear","Trendi",2012,"Q4 2012",8299.5,165,0.39264414,8454.83669780343
"30350","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Maximus",2012,"Q4 2012",8800,110,0.4860625,8753.14924640327
"30356","Denmark","Web","Golf Shop","Personal Accessories","Binoculars","Ranger Vision",2012,"Q4 2012",8960,56,0.43770647,8476.94670546623
"30771","Finland","Web","Eyewear Store","Personal Accessories","Binoculars","Opera Vision",2012,"Q4 2012",8800,80,0.54272727,8699.06262867389
"30772","Finland","Web","Eyewear Store","Personal Accessories","Binoculars","Ranger Vision",2012,"Q4 2012",8800,55,0.5340625,8832.33805961043
"30928","France","Fax","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q4 2012",8501.5,98,0.48126801,8614.28200870554
"30947","France","Fax","Sports Store","Personal Accessories","Eyewear","Polar Sun",2012,"Q4 2012",8935.69,150,0.56102998,8807.67382279793
"30951","France","Fax","Sports Store","Personal Accessories","Binoculars","Seeker Mini",2012,"Q4 2012",8364.72,104,0.50267313,8548.5639442213
"31020","France","Telephone","Warehouse Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2012,"Q4 2012",8753.46,222,0.51382196,8803.85409335438
"31207","France","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q4 2012",8441.92,248,0.54112808,8512.08651220786
"31417","France","Sales visit","Department Store","Camping Equipment","Lanterns","EverGlow Single",2012,"Q4 2012",8327.1,246,0.46706056,8414.52190098927
"31421","France","Sales visit","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q4 2012",8533.61,109,0.50185209,8511.70608308737
"31485","Germany","E-mail","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q4 2012",8815.9,115,0.49126011,8678.91366517214
"31640","Germany","Web","Department Store","Personal Accessories","Binoculars","Opera Vision",2012,"Q4 2012",8910,81,0.54163636,8723.53262377004
"31793","Germany","Web","Eyewear Store","Personal Accessories","Eyewear","Trendi",2012,"Q4 2012",8651.6,172,0.39228351,8655.13804154562
"31795","Germany","Web","Eyewear Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q4 2012",8343,206,0.40195373,8494.80893030865
"31868","Germany","Web","Sports Store","Personal Accessories","Binoculars","Seeker Extreme",2012,"Q4 2012",8928.92,52,0.45186652,8720.38982567935
"31935","Germany","Sales visit","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2012,"Q4 2012",8588.25,99,0.48126801,8606.57915544713
"31947","Switzerland","Web","Golf Shop","Personal Accessories","Eyewear","Trendi",2012,"Q4 2012",8651.6,172,0.39154838,8652.20677484835
"32134","Switzerland","Web","Outdoors Shop","Personal Accessories","Eyewear","Hawk Eye",2012,"Q4 2012",8343,206,0.39061728,8449.60582561938
"32146","Switzerland","Web","Eyewear Store","Personal Accessories","Watches","TX",2012,"Q4 2012",8836,47,0.45099366,8710.40271513536
"32243","Switzerland","Sales visit","Sports Store","Personal Accessories","Navigation","Glacier Deluxe",2012,"Q4 2012",8232.4,88,0.39893105,8330.74723354656
"32268","United Kingdom","Fax","Outdoors Shop","Personal Accessories","Eyewear","Retro",2012,"Q4 2012",8332.45,133,0.44405427,8452.72094511962
"32446","United Kingdom","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2012,"Q4 2012",8816.36,259,0.54112808,8829.10545052519
"32454","United Kingdom","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2012,"Q4 2012",8547,259,0.52393939,8558.72603033424
"32533","United Kingdom","Web","Eyewear Store","Personal Accessories","Eyewear","Maximus",2012,"Q4 2012",8240,103,0.485875,8550.66228213849
"32536","United Kingdom","Web","Eyewear Store","Personal Accessories","Eyewear","Hawk Eye",2012,"Q4 2012",8788.5,217,0.39061728,8766.62476393671
"32612","United Kingdom","Web","Sports Store","Personal Accessories","Binoculars","Opera Vision",2012,"Q4 2012",8910,81,0.54163636,8723.53262377004
"32784","Belgium","Web","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2012,"Q4 2012",8533.61,109,0.50185209,8548.22883982918
