,Retailer_country,Order_method_type,Retailer_type,Product_line,Product_type,Product,Year,Quarter,Revenue,Quantity,Gross_margin,pred
2156,Japan,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,30202.2,459,0.47613982,28528.9452
2166,Japan,Telephone,Golf Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,8687,119,0.41863014,11586.00302
2167,Japan,Telephone,Golf Shop,Personal Accessories,Watches,Lux,2012,Q1 2012,10700.8,64,0.47882775,21268.2743
2168,Japan,Telephone,Golf Shop,Personal Accessories,Watches,Sam,2012,Q1 2012,8486.1,189,0.39153675,3349.988553
2169,Japan,Telephone,Golf Shop,Personal Accessories,Watches,TX,2012,Q1 2012,21904,113,0.46157779,22568.84551
2170,Japan,Telephone,Golf Shop,Personal Accessories,Watches,Legend,2012,Q1 2012,10726.4,40,0.43909606,29235.69106
2178,Japan,Telephone,Golf Shop,Personal Accessories,Eyewear,Maximus,2012,Q1 2012,18880,236,0.49525,22216.73951
2179,Japan,Telephone,Golf Shop,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,8249.2,164,0.39662028,4131.313011
2182,Japan,Telephone,Golf Shop,Personal Accessories,Knives,Bear Survival Edge,2012,Q1 2012,14372.34,165,0.48338266,14584.97844
2195,Japan,Telephone,Direct Marketing,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,28188.72,408,0.40396584,37893.29378
2214,Japan,Telephone,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,27248.06,191,0.4742745,25344.98454
2221,Japan,Telephone,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,49782.35,115,0.4481739,51365.63413
2224,Japan,Telephone,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,16044.9,474,0.46706056,12815.15051
2230,Japan,Telephone,Sports Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,8304.48,72,0.48950928,15056.95194
2233,Japan,Telephone,Sports Store,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,9549.9,243,0.40127226,28351.95265
2235,Japan,Telephone,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,12191.41,71,0.45186652,18405.82736
2242,Japan,Telephone,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,38567.26,89,0.49000785,44741.45916
2243,Japan,Telephone,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,57606.12,66,0.43751289,58712.90097
2244,Japan,Telephone,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q1 2012,49305.12,59,0.44955007,48828.88978
2245,Japan,Telephone,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2012,Q1 2012,87221.86,73,0.42250716,18521.47998
2246,Japan,Telephone,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,47105.28,72,0.47786745,18463.65367
2249,Japan,Telephone,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,29543.46,174,0.45933212,34594.54434
2259,Japan,Mail,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,29817.48,78,0.42188273,45839.68289
2260,Japan,Mail,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,59351.76,68,0.43751289,60562.86672
2261,Japan,Mail,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q1 2012,54319.2,65,0.44955007,50910.16078
2262,Japan,Mail,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,42720.48,63,0.49624162,19677.53002
2264,Japan,Mail,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,30731.99,181,0.45933212,36733.64164
2269,Japan,Mail,Equipment Rental Store,Mountaineering Equipment,Safety,Husky Harness Extreme,2012,Q1 2012,33088,320,0.47843327,32804.57851
2271,Japan,Mail,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Ice,2012,Q1 2012,21582.4,287,0.48178191,23725.24794
2279,Japan,Mail,Equipment Rental Store,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,28731.7,85,0.4779303,38435.61376
2282,Japan,Mail,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,51081.02,118,0.4481739,51539.11306
2287,Japan,Mail,Sports Store,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,8410.2,214,0.40127226,26674.98967
2292,Japan,Mail,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,50376.48,77,0.47786745,18752.78522
2293,Japan,Mail,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,53681.88,42,0.48311609,16728.86437
2294,Japan,E-mail,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,21667,50,0.49000785,44220.54621
2296,Japan,E-mail,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,27042.66,54,0.44535634,41759.26422
2299,Japan,E-mail,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,19627.2,30,0.47786745,17769.26179
2300,Japan,E-mail,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,52403.74,41,0.48311609,18405.3512
2301,Japan,E-mail,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q1 2012,81336.15,95,0.44845066,44978.22132
2304,Japan,E-mail,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,64350.41,379,0.45933212,48183.25099
2318,Japan,E-mail,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2012,Q1 2012,12125.16,981,0.43365696,17090.55345
2325,Japan,E-mail,Department Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,15164.8,448,0.46706056,11311.66646
2331,Japan,E-mail,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,12878.88,168,0.49126011,12045.54337
2336,Japan,E-mail,Department Store,Personal Accessories,Knives,Bear Survival Edge,2012,Q1 2012,9108.75,105,0.48126801,9381.086707
2352,Japan,E-mail,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,49751.12,124,0.44917823,46765.38001
2353,Japan,E-mail,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,29546.61,59,0.44535634,40314.08263
2355,Japan,E-mail,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q1 2012,34246.8,40,0.44845066,40063.46114
2373,Japan,E-mail,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,42856.11,99,0.4481739,50440.41317
2376,Japan,E-mail,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,11504.57,67,0.45186652,18174.52212
2379,Japan,Web,Golf Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,51957,723,0.41936139,49452.18846
2380,Japan,Web,Golf Shop,Personal Accessories,Watches,Infinity,2012,Q1 2012,34368,149,0.45523219,41361.62559
2381,Japan,Web,Golf Shop,Personal Accessories,Watches,Lux,2012,Q1 2012,16788.8,97,0.47441628,26115.63681
2382,Japan,Web,Golf Shop,Personal Accessories,Watches,TX,2012,Q1 2012,50108,262,0.45581783,34124.05997
2383,Japan,Web,Golf Shop,Personal Accessories,Watches,Legend,2012,Q1 2012,45113.2,173,0.44346488,39865.68456
2384,Japan,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,15924.2,131,0.44768591,24611.9347
2385,Japan,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2012,Q1 2012,16537.5,245,0.45455178,19414.27969
2390,Japan,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,27707.15,431,0.41072539,30394.75207
2392,Japan,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,23138,460,0.39522128,24186.99502
2402,Japan,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,56733.3,65,0.43751289,63328.48208
2403,Japan,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,28044.24,56,0.44535634,44814.01113
2404,Japan,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q1 2012,48469.44,58,0.44955007,53444.4709
2406,Japan,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,49847.46,39,0.48311609,21228.79287
2407,Japan,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q1 2012,82192.32,96,0.44845066,47975.14192
2409,Japan,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,34297.58,202,0.45933212,40887.08844
2440,Japan,Web,Department Store,Personal Accessories,Watches,Venue,2012,Q1 2012,45233,626,0.41949329,42108.72327
2441,Japan,Web,Department Store,Personal Accessories,Watches,Infinity,2012,Q1 2012,20980,93,0.45727931,36389.0391
2442,Japan,Web,Department Store,Personal Accessories,Watches,Lux,2012,Q1 2012,19001.6,108,0.47265914,25017.41309
2443,Japan,Web,Department Store,Personal Accessories,Watches,Sam,2012,Q1 2012,24605.2,548,0.39015411,25314.41494
2445,Japan,Web,Department Store,Personal Accessories,Watches,Legend,2012,Q1 2012,69309.6,266,0.43880992,43509.21824
2446,Japan,Web,Department Store,Personal Accessories,Watches,Kodiak,2012,Q1 2012,43308,360,0.44272652,36119.84652
2449,Japan,Web,Department Store,Personal Accessories,Eyewear,Bella,2012,Q1 2012,16402.5,243,0.45490687,17564.31393
2454,Japan,Web,Department Store,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,48393.35,764,0.43278033,47916.60012
2458,Japan,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2012,Q1 2012,17334,428,0.40115611,15705.46368
2462,Japan,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,21120,132,0.44620502,24872.32655
2476,Japan,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,71897.56,194,0.40367935,53752.31598
2477,Japan,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,55086.9,110,0.44535634,46202.31872
2479,Japan,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q1 2012,37671.48,44,0.44845066,43233.86067
2506,Japan,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2012,Q1 2012,11308.24,799,0.47616959,9505.259347
2515,Japan,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,34541.5,695,0.43420523,38679.5065
2516,Japan,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,14149.3,418,0.46706056,12515.97145
2531,Japan,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,58101.4,883,0.47613982,55986.39487
2533,Japan,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q1 2012,34018.83,877,0.42768755,42792.57993
2545,Japan,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,13415.5,175,0.49126011,15389.42183
2550,Japan,Web,Outdoors Shop,Personal Accessories,Watches,Lux,2012,Q1 2012,58256,337,0.47414721,38259.63804
2554,Japan,Web,Outdoors Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,76791.7,616,0.46075292,50923.38184
2556,Japan,Web,Outdoors Shop,Personal Accessories,Eyewear,Bella,2012,Q1 2012,43470,644,0.45387555,40752.66418
2574,Japan,Web,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,70720,442,0.39316686,42798.4826
2576,Japan,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,30083.78,89,0.4779303,41606.01329
2579,Japan,Web,Outdoors Shop,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,25718,167,0.42464189,26896.24739
2591,Japan,Web,Eyewear Store,Personal Accessories,Watches,Venue,2012,Q1 2012,37376,512,0.41904966,35516.52395
2596,Japan,Web,Eyewear Store,Personal Accessories,Watches,Kodiak,2012,Q1 2012,69544.6,556,0.46238098,47453.80325
2599,Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,29065.68,252,0.48950928,28404.782
2606,Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,20824.95,327,0.4254949,22646.50271
2607,Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Maximus,2012,Q1 2012,14240,178,0.49525,20067.5947
2608,Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,35210,700,0.39503721,36330.99624
2610,Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2012,Q1 2012,13284,328,0.40029434,9922.832697
2615,Japan,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,34857.13,203,0.45186652,28977.99455
2620,Japan,Web,Eyewear Store,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,27379.62,81,0.4779303,41143.40281
2622,Japan,Web,Eyewear Store,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,22176,144,0.42402597,25566.24227
2629,Japan,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,55780.06,391,0.4742745,39849.3408
2648,Japan,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,28027.8,828,0.46706056,36224.75849
2659,Japan,Web,Sports Store,Personal Accessories,Watches,Lux,2012,Q1 2012,37781.6,223,0.47675271,31667.43872
2667,Japan,Web,Sports Store,Personal Accessories,Eyewear,Bella,2012,Q1 2012,30645,454,0.45413248,29765.66531
2677,Japan,Web,Sports Store,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,16663.2,424,0.40127226,41757.60902
2684,Japan,Web,Sports Store,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,69760,436,0.43618033,42451.52474
2687,Japan,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,52393.1,155,0.4779303,45422.54974
2690,Japan,Web,Sports Store,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,14938,97,0.42437943,22848.4057
2700,Japan,Web,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,79061.5,209,0.41578392,54619.71063
2701,Japan,Web,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,68079.96,78,0.43751289,62345.91097
2702,Japan,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,31048.98,62,0.44535634,43426.65585
2703,Japan,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q1 2012,51812.16,62,0.44955007,51941.463
2704,Japan,Web,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2012,Q1 2012,81247.76,68,0.42250716,21171.44272
2706,Japan,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,52403.74,41,0.48311609,19610.13235
2709,Japan,Web,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,28694.51,169,0.45933212,37244.50708
2711,Japan,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2012,Q1 2012,9036.61,879,0.41637406,12864.89893
2718,Japan,Special,Golf Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,11900,170,0.41971429,14535.14482
2722,Japan,Special,Golf Shop,Personal Accessories,Watches,TX,2012,Q1 2012,9588,48,0.4709053,18810.13537
2742,Japan,Special,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,10817.73,63,0.45186652,17943.21688
2744,Japan,Special,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,26703.58,79,0.4779303,38088.6559
2758,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,18753,285,0.47613982,18467.16728
2760,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2012,Q1 2012,27523.2,366,0.48178191,28293.52642
2763,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2012,Q1 2012,19438,997,0.49272919,29105.55732
2789,Singapore,Telephone,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2012,Q1 2012,26644.85,835,0.49858978,21518.55485
2798,Singapore,Telephone,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,8662.58,113,0.49126011,8865.096333
2802,Singapore,Telephone,Department Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,10726.62,93,0.48950928,16271.30445
2816,Singapore,Telephone,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,44200.68,102,0.49000785,45493.20119
2817,Singapore,Telephone,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,63600.33,127,0.44535634,44246.2717
2818,Singapore,Telephone,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q1 2012,44520.84,52,0.44845066,40757.37685
2825,Singapore,Web,Golf Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,13359,183,0.41972603,18225.98114
2826,Singapore,Web,Golf Shop,Personal Accessories,Watches,Infinity,2012,Q1 2012,34528,152,0.45676031,41535.10452
2828,Singapore,Web,Golf Shop,Personal Accessories,Watches,TX,2012,Q1 2012,55752,295,0.4544558,36032.32819
2829,Singapore,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,22346.5,176,0.47036807,27214.11864
2843,Singapore,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,32551.35,65,0.44535634,45334.44792
2847,Singapore,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,67741.42,53,0.48311609,22038.36121
2851,Singapore,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,74198.23,437,0.45933212,54476.27125
2860,Singapore,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,37662.24,264,0.4742745,32505.39945
2867,Singapore,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2012,Q1 2012,26325.75,825,0.49858978,23879.38604
2870,Singapore,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,17243.2,520,0.45597105,18414.25506
2878,Singapore,Web,Department Store,Personal Accessories,Watches,Venue,2012,Q1 2012,37892,530,0.41916288,36557.39752
2879,Singapore,Web,Department Store,Personal Accessories,Watches,Infinity,2012,Q1 2012,77541,336,0.45083427,50440.8324
2880,Singapore,Web,Department Store,Personal Accessories,Watches,Lux,2012,Q1 2012,16171.2,96,0.47615267,24323.49737
2884,Singapore,Web,Department Store,Personal Accessories,Watches,Kodiak,2012,Q1 2012,47130.3,385,0.45201834,37565.50426
2887,Singapore,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,11187.98,97,0.48950928,19441.70398
2889,Singapore,Web,Department Store,Personal Accessories,Eyewear,Bella,2012,Q1 2012,24097.5,357,0.45362963,24156.51325
2896,Singapore,Web,Department Store,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,12122.3,241,0.39662028,9788.720022
2900,Singapore,Web,Department Store,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,11279.1,287,0.40127226,33835.40458
2912,Singapore,Web,Department Store,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,22638,147,0.42402597,25739.7212
2921,Singapore,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,68079.96,78,0.43751289,62345.91097
2922,Singapore,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q1 2012,59333.28,71,0.44955007,52461.89979
2927,Singapore,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,35825.69,211,0.45933212,39673.21209
2939,Singapore,Web,Direct Marketing,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,62388.27,903,0.40396584,69456.41144
2953,Singapore,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,8697.5,175,0.43420523,8609.825379
2954,Singapore,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,18458.5,551,0.46149254,20206.87066
2958,Singapore,Web,Warehouse Store,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,9628.5,245,0.40127226,31406.69956
2967,Singapore,Web,Equipment Rental Store,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,30192.33,437,0.40396584,42509.35105
2973,Singapore,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,39802.14,279,0.4742745,33372.7941
2984,Singapore,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,8250.2,166,0.43420523,8089.38859
2985,Singapore,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,17051.5,509,0.46149254,17778.16565
2994,Singapore,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q1 2012,8688.96,224,0.42768755,5031.999592
2998,Singapore,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2012,Q1 2012,49707.2,661,0.48178191,48291.38212
3001,Singapore,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2012,Q1 2012,10456.6,539,0.49020619,5560.201693
3004,Singapore,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,18398.4,240,0.49126011,19148.13197
3007,Singapore,Web,Outdoors Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,61442,848,0.41938023,54946.16406
3008,Singapore,Web,Outdoors Shop,Personal Accessories,Watches,Infinity,2012,Q1 2012,51534,229,0.46117825,44253.41724
3009,Singapore,Web,Outdoors Shop,Personal Accessories,Watches,Lux,2012,Q1 2012,36503.6,214,0.47579581,31147.00193
3013,Singapore,Web,Outdoors Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,66013.5,541,0.45062934,46586.4086
3016,Singapore,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,9573.22,83,0.48950928,18632.13564
3018,Singapore,Web,Outdoors Shop,Personal Accessories,Eyewear,Bella,2012,Q1 2012,19710,292,0.45446981,20397.80311
3023,Singapore,Web,Outdoors Shop,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,32500,500,0.393584,32650.45432
3025,Singapore,Web,Outdoors Shop,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,28570.4,568,0.39601546,28697.92334
3031,Singapore,Web,Outdoors Shop,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,10139.4,258,0.40127226,32158.44159
3032,Singapore,Web,Outdoors Shop,Personal Accessories,Knives,Bear Survival Edge,2012,Q1 2012,18477.75,213,0.48126801,18565.42246
3035,Singapore,Web,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,42927.5,250,0.45186652,31695.83111
3045,Singapore,Web,Outdoors Shop,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,20790,135,0.42431842,25045.80548
3052,Singapore,Special,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,41228.74,289,0.4742745,31011.96291
3055,Singapore,Special,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2012,Q1 2012,86732.04,348,0.39814629,63291.49153
3057,Singapore,Special,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,57141.48,132,0.4481739,52348.68139
3059,Singapore,Special,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,8299.9,167,0.43420523,5208.12061
3066,Singapore,Special,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,36321.6,552,0.47613982,33906.79201
3068,Singapore,Special,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q1 2012,16524.54,426,0.42768755,13773.81989
3072,Singapore,Special,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2012,Q1 2012,29145.6,759,0.49166667,29436.8954
3080,Korea,Telephone,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,9275.86,121,0.49126011,11915.59809
3086,Korea,Telephone,Sports Store,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,12104.4,308,0.40127226,34698.55407
3091,Korea,Telephone,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,61534.28,142,0.49000785,50394.14486
3096,Korea,Web,Golf Shop,Personal Accessories,Watches,TX,2012,Q1 2012,36112,191,0.45904852,32606.28324
3097,Korea,Web,Golf Shop,Personal Accessories,Watches,Legend,2012,Q1 2012,15578,60,0.43079471,35919.20282
3099,Korea,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2012,Q1 2012,8302.5,123,0.4557037,14947.36116
3103,Korea,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,14398.6,226,0.42282583,21128.24983
3105,Korea,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,16196.6,322,0.39512737,18794.85553
3107,Korea,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2012,Q1 2012,14823,366,0.41716522,16442.43688
3110,Korea,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,16800,105,0.44169583,27633.22059
3114,Korea,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,42066.36,84,0.44535634,49021.03908
3117,Korea,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,64407.84,95,0.49614829,27054.95749
3118,Korea,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,76688.4,60,0.48311609,25031.03665
3129,Korea,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,42227.36,296,0.4742745,36943.73264
3140,Korea,Web,Department Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,73591.3,170,0.4481739,60073.06673
3142,Korea,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,37101.33,537,0.40396584,50879.87331
3146,Korea,Web,Department Store,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,9592.1,193,0.43420523,12238.59023
3148,Korea,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,19498.08,588,0.45597105,24934.3354
3159,Korea,Web,Department Store,Mountaineering Equipment,Safety,Husky Harness Extreme,2012,Q1 2012,51079.6,494,0.47843327,48393.34199
3164,Korea,Web,Department Store,Mountaineering Equipment,Tools,Granite Ice,2012,Q1 2012,34516.8,459,0.48178191,39198.3588
3169,Korea,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,19701.62,257,0.49126011,22719.07051
